Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,mileage_new,engine_new,power_new,age,make,model,KM_Driven
Hyderabad,Diesel,Manual,First,5,5.1,25.83,1498,99,4,ford,figo,100
Jaipur,Diesel,Manual,First,5,1.6,13.8,1399,68,10,ford,ikon,135
Pune,Petrol,Automatic,First,5,3.85,15,1396,98.6,8,hyundai,i20,56
Bangalore,Petrol,Manual,First,5,3.5,25.17,799,53.3,4,renault,kwid,20
Chennai,Petrol,Manual,Third,5,1.1,18,995,62,12,chevrolet,spark,62
Hyderabad,Diesel,Manual,First,5,7.95,26.59,1248,74,5,maruti,swift,62
Jaipur,Diesel,Manual,First,5,5.49,25.4,1186,73.97,3,hyundai,xcent,60
Mumbai,Petrol,Automatic,First,5,6.95,19,1199,88.7,3,honda,jazz,17
Chennai,Diesel,Manual,Second,5,4.45,17.8,1399,67,7,ford,fiesta,123
Kolkata,Diesel,Manual,First,5,6.99,25.1,1248,88.5,4,maruti,s-cross,45
Kochi,Petrol,Automatic,First,5,7.54,21.4,1197,83.1,2,maruti,baleno,25
Bangalore,Diesel,Manual,First,5,3.65,23.2,1248,73.94,4,maruti,ritz,120
Kolkata,Petrol,Manual,First,5,1.4,16.2,995,62.1,8,chevrolet,spark,11
Mumbai,Petrol,Manual,First,5,6.45,18.6,1197,81.83,3,hyundai,i20,3
Hyderabad,Diesel,Manual,First,5,4.4,24.4,1120,71,4,hyundai,xcent,106
Delhi,Petrol,Automatic,First,5,5.95,19,1199,88.7,5,honda,jazz,27
Ahmedabad,Petrol,Manual,First,5,3.9,19.4,1198,86.8,7,honda,brio,11
Pune,Diesel,Manual,First,5,4.5,24.4,1120,71,3,hyundai,xcent,73
Pune,Diesel,Manual,First,5,7.5,22.7,1498,89.84,5,ford,ecosport,55
Coimbatore,Petrol,Automatic,First,4,3.41,21.9,624,37.48,3,tata,nano,18
Pune,Petrol,Manual,Second,5,3.25,19.4,1198,86.8,7,honda,brio,45
Hyderabad,Diesel,Manual,First,7,8.3,24.52,1248,88.5,4,maruti,ertiga,112
Bangalore,Petrol,Manual,First,5,3.45,20.36,1197,78.9,10,hyundai,i10,29
Coimbatore,Petrol,Manual,First,7,4.3,15.1,1196,73,4,maruti,eeco,42
Ahmedabad,Diesel,Manual,First,5,3.9,22.9,1248,74,8,maruti,swift,65
Pune,Petrol,Automatic,First,5,6.41,21.4,1197,83.1,4,maruti,baleno,27
Chennai,Petrol,Manual,First,5,3.85,19.1,1197,82,6,hyundai,xcent,51
Hyderabad,Diesel,Manual,First,5,5.7,20.14,1498,88.73,5,volkswagen,crosspolo,80
Kochi,Petrol,Manual,First,5,5.5,20.89,1197,81.8,1,maruti,ignis,12
Chennai,Diesel,Manual,First,5,5.9,25.2,1248,74,4,maruti,swift,49
Ahmedabad,Diesel,Manual,First,5,4.75,19.87,1461,83.8,6,renault,duster,55
Pune,Petrol,Manual,Second,5,4.7,18.9,1197,82,4,hyundai,grand,13
Pune,Petrol,Manual,Second,5,1.49,16.6,1388,68,12,ford,fiesta,76
Mumbai,Diesel,Manual,Second,5,4.5,24.4,1120,71,4,hyundai,xcent,63
Hyderabad,Diesel,Manual,First,5,5.4,25.8,1498,98.6,6,honda,amaze,74
Hyderabad,Petrol,Automatic,First,5,3.25,16.4,1497,78,13,honda,city,81
Kochi,Petrol,Manual,First,5,5.84,17,1198,73.75,2,volkswagen,ameo,17
Hyderabad,Petrol,Manual,First,5,5.75,17,1198,73.75,4,volkswagen,ameo,18
Mumbai,Petrol,Manual,Second,5,1.05,18.9,998,67.1,14,maruti,wagon,141
Mumbai,Diesel,Manual,Second,7,4.85,24.2,1498,98.6,6,honda,mobilio,80
Bangalore,Diesel,Manual,First,5,3.2,17.8,1399,68,9,ford,fiesta,85
Chennai,Diesel,Manual,First,5,4.5,26.59,1248,74,4,maruti,swift,91
Kochi,Diesel,Manual,First,7,3.45,17.21,1493,100,6,mahindra,quanto,58
Delhi,Diesel,Manual,First,5,3.75,22.07,1199,73.9,7,volkswagen,polo,77
Kolkata,Diesel,Manual,First,7,8.2,12.99,2494,100,8,toyota,innova,85
Jaipur,Petrol,Manual,Third,5,1.1,13,1493,100,15,honda,city,123
Chennai,Petrol,Manual,First,5,2.45,24.7,796,47.3,5,maruti,alto,63
Kolkata,Diesel,Manual,First,5,3,26.59,1248,74,3,maruti,swift,60
Ahmedabad,Diesel,Manual,First,5,9.25,24.3,1248,88.5,3,maruti,vitara,33
Kochi,Diesel,Manual,First,5,3.45,23,1396,90,7,hyundai,i20,67
Coimbatore,Petrol,Automatic,First,5,5.25,23.1,998,67.04,3,maruti,celerio,35
Delhi,Petrol,Automatic,First,5,2.9,16.95,1197,78.9,8,hyundai,i10,62
Kochi,Petrol,Manual,First,5,5.8,18.9,1197,82,2,hyundai,grand,43
Coimbatore,Petrol,Automatic,First,5,7.22,18.9,1197,82,3,hyundai,grand,28
Coimbatore,Petrol,Manual,First,5,4.87,18.9,1197,81.86,4,hyundai,grand,29
Delhi,Petrol,Manual,First,5,3.3,16.47,1198,74,7,volkswagen,polo,63
Hyderabad,Petrol,Manual,Second,5,3,17.7,1497,78,13,honda,city,91
Hyderabad,Petrol,Manual,First,5,2.9,14,796,35,3,maruti,omni,24
Hyderabad,Petrol,Manual,First,5,2.36,22.74,796,47.3,5,maruti,alto,24
Coimbatore,Diesel,Manual,First,5,11.39,24.3,1248,88.5,3,maruti,vitara,26
Delhi,Diesel,Manual,First,5,8,24.3,1248,88.5,4,maruti,vitara,35
Kochi,Petrol,Manual,First,5,7.11,18.6,1197,81.83,3,hyundai,i20,51
Hyderabad,Petrol,Manual,First,5,2.15,19.7,796,46.3,11,maruti,alto,65
Kolkata,Petrol,Manual,First,5,3.25,18,1198,86.7,7,honda,amaze,40
Mumbai,Diesel,Manual,First,5,4.61,24,1120,70,7,hyundai,grand,71
Chennai,Diesel,Manual,Second,5,4.05,24,1120,70,6,hyundai,grand,33
Jaipur,Petrol,Manual,Second,4,0.8,16.1,796,37,11,maruti,800,22
Hyderabad,Diesel,Manual,First,5,5.6,23.59,1364,67.1,6,toyota,etios,59
Delhi,Diesel,Manual,First,5,5.35,22.54,1396,88.73,5,hyundai,i20,44
Mumbai,Petrol,Manual,First,5,3.25,24.07,998,67.1,3,maruti,alto,12
Pune,Petrol,Automatic,First,5,4.25,23.1,998,67.04,4,maruti,celerio,38
Pune,Petrol,Manual,First,5,5.3,19.1,1197,85.8,4,maruti,swift,32
Coimbatore,Diesel,Manual,First,5,9.43,21.43,1364,87.2,6,toyota,corolla,69
Pune,Petrol,Manual,First,5,2.75,18.5,1197,80,8,hyundai,i20,39
Chennai,Petrol,Manual,First,5,6.95,21.1,998,100,3,maruti,baleno,46
Chennai,Petrol,Automatic,First,5,6.75,17.97,1498,99.6,5,nissan,sunny,27
Chennai,Petrol,Automatic,First,5,5.5,18.9,1197,82,5,hyundai,grand,15
Jaipur,Petrol,Manual,First,5,4.15,19.1,1197,82,6,hyundai,xcent,12
Kochi,Petrol,Manual,First,5,4.11,21.5,1197,81.8,5,maruti,wagon,49
Kochi,Petrol,Manual,First,5,4.56,17.71,1197,78.9,5,toyota,etios,52
Coimbatore,Diesel,Manual,First,5,5.27,23.59,1364,67.06,5,toyota,etios,49
Kochi,Diesel,Manual,First,7,9.11,18.06,2523,63,1,mahindra,thar,13
Delhi,Diesel,Manual,First,5,10.17,21.38,1396,88.7,4,hyundai,creta,42
Pune,Diesel,Manual,First,5,4.5,28.4,1248,74,6,maruti,swift,115
Kochi,Petrol,Manual,Second,5,2.47,19.7,796,46.3,8,maruti,alto,14
Ahmedabad,Diesel,Manual,First,5,7.9,23.65,1248,88.5,4,maruti,s,58
Hyderabad,Petrol,Manual,First,5,2.3,21.1,814,55.2,9,hyundai,eon,68
Hyderabad,Petrol,Manual,First,5,3.25,21.1,814,55.2,4,hyundai,eon,30
Bangalore,Diesel,Manual,First,5,5.85,20.65,1248,88.7,3,tata,zest,27
Kochi,Petrol,Manual,First,5,8.32,21.1,998,100,2,maruti,baleno,18
Hyderabad,Petrol,Manual,First,5,3.45,20.36,1197,78.9,7,hyundai,i10,59
Mumbai,Petrol,Manual,First,5,5.15,18.9,1197,82,3,hyundai,grand,13
Kochi,Petrol,Manual,First,5,3.51,19.4,1198,86.8,6,honda,brio,74
Kolkata,Diesel,Manual,First,5,3.45,21.9,1396,88.76,5,hyundai,i20,45
Pune,Petrol,Manual,First,5,3.75,16.47,1198,73.9,7,volkswagen,polo,57
Pune,Petrol,Manual,Second,5,1.45,13,1493,100,19,honda,city,125
Delhi,Diesel,Manual,First,5,2.2,18.7,1896,66,12,skoda,octavia,80
Kolkata,Diesel,Manual,First,7,5,24.2,1498,98.6,6,honda,mobilio,45
Pune,Diesel,Manual,Second,7,5.9,20.77,1248,88.76,8,maruti,ertiga,105
Mumbai,Petrol,Manual,First,5,3.75,18.9,1197,82,7,hyundai,grand,26
Chennai,Petrol,Manual,First,5,4.75,18,1198,86.7,6,honda,amaze,48
Chennai,Petrol,Manual,First,5,6.95,18.6,1197,81.83,3,hyundai,i20,5
Mumbai,Petrol,Manual,First,5,5.4,17,1198,73.75,4,volkswagen,ameo,16
Chennai,Petrol,Manual,First,5,2.15,24.07,998,67.1,9,maruti,alto,28
Jaipur,Petrol,Manual,First,5,0.9,19.7,796,46.3,15,maruti,alto,49
Kolkata,Petrol,Manual,First,5,3.5,20.51,998,67.04,4,maruti,wagon,12
Kochi,Diesel,Manual,First,5,5.85,20.4,1248,92,4,fiat,linea,56
Pune,Diesel,Manual,First,5,3.15,19.3,1248,73.9,10,maruti,swift,105
Pune,Diesel,Manual,First,5,6,21.64,1461,84.8,4,renault,scala,52
Kolkata,Petrol,Manual,First,5,2.23,18.5,1197,80,10,hyundai,i20,38
Bangalore,Petrol,Manual,First,5,2.5,19.1,1197,82,4,hyundai,xcent,50
Kochi,Petrol,Manual,First,5,3.87,18.9,998,67.1,5,maruti,wagon,50
Chennai,Petrol,Manual,Second,5,1.5,17.92,1086,62.1,10,hyundai,santro,115
Kolkata,Petrol,Manual,First,5,3,20.51,998,67.04,3,maruti,wagon,8
Coimbatore,Diesel,Manual,First,5,11,24.3,1248,88.5,2,maruti,vitara,28
Pune,Diesel,Automatic,First,5,7.65,26.59,1248,74,4,maruti,dzire,30
Hyderabad,Diesel,Manual,First,7,9.9,25.47,1248,88.5,4,maruti,ertiga,42
Mumbai,Petrol,Manual,First,5,2.05,13.2,1495,94,10,hyundai,accent,32
Kolkata,Petrol,Manual,First,5,5.25,17,1197,80,4,hyundai,i20,19
Hyderabad,Petrol,Manual,First,5,1.95,19.7,796,46.3,10,maruti,alto,94
Delhi,Petrol,Manual,First,5,2.6,18.9,998,67.1,8,maruti,wagon,68
Ahmedabad,Petrol,Manual,Second,5,3.25,17,1197,80,9,hyundai,i20,72
Hyderabad,Diesel,Manual,First,5,3.85,21.1,1248,73.9,10,maruti,ritz,75
Pune,Petrol,Manual,First,5,3.25,19.4,1198,86.8,7,honda,brio,50
Jaipur,Diesel,Manual,First,5,5.31,19.3,1248,73.9,6,maruti,swift,65
Kolkata,Petrol,Manual,First,5,3.59,19.81,1086,68.05,4,hyundai,i10,7
Kochi,Petrol,Manual,First,5,7.35,20.73,1373,91.1,4,maruti,ciaz,43
Coimbatore,Petrol,Manual,First,5,6.02,18.9,1197,82,3,hyundai,grand,23
Delhi,Diesel,Manual,First,5,5.5,22.7,1498,89.84,6,ford,ecosport,60
Kolkata,Petrol,Manual,First,5,4.43,18.6,1197,81.83,5,hyundai,i20,35
Ahmedabad,Petrol,Manual,First,5,2.65,22,814,55,6,hyundai,eon,47
Delhi,Petrol,Manual,First,5,3.2,17.6,1496,88.7,9,toyota,etios,36
Chennai,Diesel,Manual,First,5,4.25,23.4,1248,74,4,maruti,swift,75
Kolkata,Petrol,Manual,First,5,1.1,19.7,796,46.3,12,maruti,alto,38
Chennai,Petrol,Manual,First,5,4.3,23.1,998,67.04,5,maruti,celerio,57
Hyderabad,Diesel,Manual,First,5,8.9,22.7,1498,89.84,5,ford,ecosport,45
Hyderabad,Diesel,Manual,First,5,4.25,17.8,1248,75,12,maruti,swift,76
Mumbai,Petrol,Manual,First,5,5.95,18.7,1199,88.7,4,honda,jazz,28
Kolkata,Petrol,Manual,Second,5,1.25,15.7,1172,67,9,fiat,grande,25
Pune,Petrol,Manual,First,7,5.5,16.02,1373,93.7,7,maruti,ertiga,82
Chennai,Petrol,Manual,First,5,3.25,18.44,1198,75,7,nissan,micra,30
Coimbatore,Petrol,Manual,First,5,6.58,16.78,1496,88.73,4,toyota,etios,33
Kochi,Petrol,Manual,First,5,6.14,18.7,1199,88.7,3,honda,jazz,41
Jaipur,Diesel,Manual,First,5,4.95,28.4,1248,73.75,7,maruti,dzire,77
Coimbatore,Petrol,Automatic,First,5,5.72,18.9,1197,82,5,hyundai,grand,69
Hyderabad,Diesel,Manual,First,5,3.85,19.3,1248,73.9,10,maruti,swift,130
Ahmedabad,Petrol,Manual,First,7,5.75,16.02,1373,93.7,8,maruti,ertiga,28
Jaipur,Petrol,Manual,Second,4,0.9,16.1,796,37,10,maruti,800,70
Kolkata,Petrol,Manual,First,5,3.99,19.1,1197,85.8,6,maruti,swift,45
Kolkata,Diesel,Manual,First,5,3.5,24,1120,70,6,hyundai,grand,43
Coimbatore,Petrol,Manual,First,5,3.65,20.36,1197,78.9,9,hyundai,i10,50
Bangalore,Petrol,Automatic,First,5,5.4,18.9,1197,82,6,hyundai,grand,21
Mumbai,Diesel,Manual,First,5,8.7,27.39,1248,74,2,maruti,baleno,2
Kolkata,Diesel,Manual,First,5,1.89,21.1,1248,73.9,9,maruti,ritz,35
Kolkata,Diesel,Manual,First,5,4,23.4,1248,74,5,maruti,swift,168
Hyderabad,Diesel,Manual,First,7,7.85,24.52,1248,88.5,5,maruti,ertiga,93
Pune,Diesel,Manual,Third,5,1.25,18.7,1896,66,15,skoda,octavia,88
Delhi,Diesel,Manual,First,5,3.95,20.14,1498,88.8,6,volkswagen,polo,32
Pune,Petrol,Manual,Second,5,1.6,17.92,1086,62.1,8,hyundai,santro,79
Hyderabad,Petrol,Manual,First,5,0.6,13.2,1495,94,16,hyundai,accent,110
Coimbatore,Petrol,Manual,Second,5,3.39,21.1,814,55.2,6,hyundai,eon,45
Mumbai,Diesel,Manual,First,5,5.91,26.8,1248,74,3,maruti,ignis,19
Mumbai,Petrol,Manual,First,5,3.75,17.5,1298,85.8,8,maruti,swift,15
Delhi,Petrol,Manual,First,5,3.8,19.4,1198,86.8,5,honda,brio,44
Delhi,Diesel,Manual,First,5,4.35,23.59,1364,67.04,6,toyota,etios,63
Kolkata,Petrol,Manual,First,5,3,15.64,1193,64.08,5,tata,indigo,103
Pune,Diesel,Manual,First,5,5.45,22.7,1498,89.84,6,ford,ecosport,72
Mumbai,Petrol,Manual,First,5,2.7,18.9,998,67.1,10,maruti,wagon,19
Hyderabad,Diesel,Manual,First,5,5.8,20.14,1498,88.8,5,volkswagen,polo,75
Pune,Petrol,Manual,Second,5,0.95,15.3,1193,65.3,13,tata,indica,137
Jaipur,Petrol,Manual,Second,4,0.63,16.1,796,37,18,maruti,800,53
Pune,Petrol,Manual,First,5,3,24.07,998,67.1,4,maruti,alto,7
Hyderabad,Diesel,Manual,First,5,6,26.59,1248,74,4,maruti,swift,30
Mumbai,Diesel,Manual,First,5,7.65,28.09,1248,88.5,4,maruti,ciaz,38
Kolkata,Diesel,Manual,First,5,2.25,20,1399,68,7,ford,figo,22
Coimbatore,Petrol,Manual,First,5,3.46,15.6,1196,70,9,ford,figo,51
Mumbai,Petrol,Automatic,First,5,8.25,19,1199,88.7,2,honda,jazz,3
Pune,Petrol,Manual,First,5,1.25,17.3,993,60,14,maruti,zen,67
Jaipur,Diesel,Manual,First,5,7.4,26.21,1248,88.5,5,maruti,ciaz,65
Kochi,Petrol,Manual,First,5,3.07,25.17,799,53.3,4,renault,kwid,53
Coimbatore,Petrol,Automatic,First,5,3.84,19.2,1197,80,9,hyundai,i10,50
Pune,Petrol,Automatic,First,5,4.2,23.1,998,67.04,4,maruti,celerio,64
Kochi,Diesel,Manual,First,5,10.82,21.38,1396,88.7,2,hyundai,creta,41
Hyderabad,Diesel,Manual,First,5,6.1,27.3,1498,98.6,4,honda,jazz,44
Chennai,Petrol,Manual,Third,5,1,13.7,1468,85.8,19,mitsubishi,lancer,104
Coimbatore,Petrol,Manual,First,5,4.69,16.95,1498,97.6,8,nissan,sunny,50
Mumbai,Petrol,Manual,First,5,6.5,18.6,1197,81.83,2,hyundai,i20,17
Chennai,Diesel,Manual,First,5,3,23.08,1461,63.1,6,nissan,micra,100
Kochi,Petrol,Automatic,First,5,6.9,19.12,1373,91.1,5,maruti,ciaz,50
Chennai,Petrol,Manual,First,5,4.25,17,1197,80,9,hyundai,i20,24
Kolkata,Diesel,Manual,First,5,4.9,25.1,1498,98.6,6,honda,city,37
Pune,Petrol,Manual,Second,5,3.6,20.4,1197,81.8,6,maruti,swift,42
Pune,Petrol,Manual,First,5,1.3,16.1,1298,88.2,9,maruti,swift,70
Kolkata,Petrol,Manual,First,5,3.75,18.9,1197,82,5,hyundai,grand,15
Mumbai,Petrol,Manual,First,5,2.1,18.9,998,67.1,10,maruti,wagon,70
Hyderabad,Diesel,Manual,First,5,8.8,22.77,1498,98.59,4,ford,ecosport,36
Coimbatore,Petrol,Manual,First,5,5.84,16.47,1198,74,5,volkswagen,polo,25
Ahmedabad,Petrol,Automatic,Second,5,3.25,24.04,999,67,3,renault,kwid,12
Coimbatore,Petrol,Automatic,First,5,4.9,16.5,1198,86.8,7,honda,brio,33
Kochi,Petrol,Manual,First,5,6.46,18.16,1196,86.8,2,ford,figo,32
Ahmedabad,Diesel,Manual,First,5,2.7,25,1396,69.01,7,tata,indigo,31
Chennai,Diesel,Manual,First,5,4.6,25.83,1498,99,4,ford,figo,70
Jaipur,Diesel,Manual,First,5,5.35,23.4,1248,74,6,maruti,swift,61
Pune,Diesel,Manual,First,5,2.3,23.08,1461,63.1,9,nissan,micra,72
Pune,Petrol,Manual,First,5,3.2,17,1197,80,9,hyundai,i20,54
Kolkata,Diesel,Manual,First,5,5.99,21.19,1396,88.73,5,hyundai,i20,27
Kolkata,Diesel,Manual,First,5,1.8,20,1399,68.05,9,ford,figo,37
Bangalore,Diesel,Manual,First,5,5.45,21.9,1396,88.76,7,hyundai,i20,60
Mumbai,Petrol,Manual,First,5,3.7,18.5,1197,82.85,8,hyundai,i20,50
Chennai,Petrol,Manual,First,5,3.49,19.4,1198,86.8,7,honda,brio,58
Kolkata,Diesel,Manual,First,5,3.55,21.9,1396,88.76,7,hyundai,i20,25
Hyderabad,Petrol,Manual,First,5,2.7,19,998,66.1,9,maruti,a-star,53
Chennai,Petrol,Manual,First,5,1.5,19.7,796,46.3,14,maruti,alto,68
Hyderabad,Diesel,Manual,First,5,5.2,22.9,1248,74,7,maruti,swift,73
Kolkata,Petrol,Manual,First,5,2.5,18.5,1197,85.8,9,maruti,ritz,150
Jaipur,Diesel,Manual,Second,5,3.9,21.9,1396,88.76,7,hyundai,i20,70
Kolkata,Diesel,Manual,First,5,3.85,25.2,1248,74,7,maruti,swift,115
Chennai,Diesel,Manual,First,5,3.45,17.8,1248,75,10,maruti,swift,84
Jaipur,Petrol,Manual,First,5,3.2,24.07,998,67.1,4,maruti,alto,51
Hyderabad,Diesel,Manual,First,5,6,22.7,1498,89.84,6,ford,ecosport,55
Delhi,Diesel,Manual,First,5,3.5,24,1120,70,6,hyundai,grand,42
Hyderabad,Petrol,Manual,First,5,2.15,16.6,1388,68,14,ford,fiesta,69
Delhi,Petrol,Manual,First,5,2,19,998,66.1,10,maruti,a-star,70
Kochi,Diesel,Manual,First,5,4.27,23.2,1248,73.94,5,maruti,ritz,35
Chennai,Petrol,Automatic,First,5,3.95,23.1,998,67.04,6,maruti,celerio,18
Ahmedabad,Diesel,Manual,First,5,6.25,23.59,1364,67.04,3,toyota,etios,42
Jaipur,Diesel,Manual,First,5,2.5,19.4,1405,70,8,tata,indica,90
Hyderabad,Diesel,Manual,First,5,1.99,18.7,1896,66,15,skoda,octavia,105
Delhi,Petrol,Manual,First,5,3.25,16.78,1496,88.73,6,toyota,etios,70
Kolkata,Petrol,Automatic,First,5,1.5,16.4,1497,78,14,honda,city,44
Delhi,Diesel,Manual,First,5,7,22.54,1396,88.73,3,hyundai,i20,25
Coimbatore,Petrol,Automatic,First,5,4.88,23.1,998,67.04,5,maruti,celerio,59
Mumbai,Petrol,Manual,First,5,6.55,20.73,1373,91.1,5,maruti,ciaz,30
Coimbatore,Diesel,Manual,Second,5,4.34,20,1399,68,7,ford,figo,44
Mumbai,Petrol,Manual,Second,5,2.15,20.4,1197,81.8,12,maruti,swift,69
Mumbai,Petrol,Manual,First,5,3.1,19.4,1198,86.8,7,honda,brio,41
Mumbai,Petrol,Manual,First,5,5.95,18.6,1197,81.83,4,hyundai,i20,6
Mumbai,Diesel,Manual,Second,5,0.86,16.8,1405,68,14,tata,indica,133
Mumbai,Petrol,Manual,First,5,2.25,19.81,1086,68.05,9,hyundai,i10,15
Kochi,Petrol,Manual,First,5,6.13,17,1197,80,4,hyundai,i20,69
Pune,Petrol,Automatic,Second,5,3.79,15.5,1198,86.7,6,honda,amaze,49
Pune,Petrol,Automatic,Second,5,3.85,16.95,1197,78.9,7,hyundai,i10,15
Hyderabad,Diesel,Manual,First,5,4.5,22.07,1199,73.9,7,volkswagen,polo,86
Coimbatore,Petrol,Manual,First,5,8.61,21.1,998,100,2,maruti,baleno,26
Ahmedabad,Diesel,Manual,First,5,6.5,21.9,1396,88.76,4,hyundai,i20,74
Pune,Petrol,Automatic,First,5,4.7,23.1,998,67.04,3,maruti,celerio,20
Chennai,Diesel,Manual,Second,5,3,19.68,1399,67,6,ford,classic,83
Delhi,Diesel,Manual,Second,5,5.5,26.21,1248,88.5,5,maruti,ciaz,46
Pune,Petrol,Manual,First,5,3.35,18.9,998,67.1,5,maruti,wagon,25
Coimbatore,Petrol,Manual,First,5,7.09,18.6,1197,81.83,4,hyundai,i20,40
Delhi,Petrol,Manual,First,5,6.5,18.9,1197,81.86,2,hyundai,grand,10
Chennai,Diesel,Manual,First,5,4.5,22.07,1199,73.9,8,volkswagen,polo,94
Kochi,Petrol,Manual,First,5,3.82,16.47,1198,73.9,8,volkswagen,polo,52
Jaipur,Diesel,Manual,First,5,5.25,20.45,1461,83.8,7,renault,duster,61
Hyderabad,Diesel,Manual,First,5,8.5,27.39,1248,74,3,maruti,baleno,20
Delhi,Petrol,Manual,First,5,3.25,16.47,1198,73.9,7,volkswagen,polo,75
Mumbai,Petrol,Manual,First,5,5.95,20.73,1373,91.1,5,maruti,ciaz,51
Kochi,Diesel,Manual,First,5,6.79,19.87,1461,83.8,5,renault,duster,65
Mumbai,Petrol,Manual,First,5,2.55,21.1,814,55.2,4,hyundai,eon,25
Coimbatore,Petrol,Manual,First,5,6.18,16.47,1198,73.9,4,volkswagen,polo,28
Pune,Petrol,Manual,First,5,3.41,22.5,998,67.04,6,maruti,wagon,38
Hyderabad,Petrol,Manual,Second,5,1.8,19.7,796,46.3,11,maruti,alto,85
Chennai,Petrol,Manual,First,5,2.75,22.7,799,53,4,datsun,redi-go,26
Coimbatore,Diesel,Manual,First,5,7.52,22.77,1498,98.59,6,ford,ecosport,64
Chennai,Petrol,Manual,First,5,6.25,20.85,1197,83.14,3,maruti,swift,28
Coimbatore,Petrol,Manual,First,5,6.22,17,1197,80,5,hyundai,i20,20
Mumbai,Petrol,Manual,First,5,3.75,23.1,998,67.04,6,maruti,celerio,21
Kolkata,Petrol,Manual,First,5,2.25,20.36,1197,78.9,8,hyundai,i10,31
Mumbai,Petrol,Manual,First,5,3.55,17.71,1197,78.9,7,toyota,etios,8
Ahmedabad,Petrol,Manual,First,5,2.66,21.1,814,55.2,5,hyundai,eon,20
Pune,Diesel,Manual,Second,5,2.4,25,1396,69.01,4,tata,indigo,52
Pune,Petrol,Manual,First,5,3,20.51,998,67.04,7,maruti,wagon,32
Kochi,Diesel,Manual,First,5,6.67,28.4,1248,73.75,3,maruti,dzire,54
Coimbatore,Petrol,Manual,Fourth & Above,5,1.97,13.8,1299,70,12,ford,ikon,59
Kolkata,Petrol,Manual,First,5,2.8,16.47,1198,73.9,7,volkswagen,polo,30
Jaipur,Petrol,Manual,First,5,2.65,20.36,1197,78.9,9,hyundai,i10,40
Chennai,Diesel,Manual,First,8,4.75,18.2,1248,73.74,6,chevrolet,enjoy,45
Bangalore,Diesel,Manual,First,5,4.5,17.8,1248,75,8,maruti,swift,62
Pune,Petrol,Manual,First,5,3.5,17.71,1197,78.9,6,toyota,etios,80
Hyderabad,Diesel,Manual,First,5,6.75,26,1498,98.6,6,honda,city,90
Hyderabad,Diesel,Manual,First,5,5.4,19.3,1248,73.9,6,maruti,swift,123
Delhi,Petrol,Manual,First,5,3.5,20.51,998,67.04,5,maruti,wagon,13
Hyderabad,Petrol,Manual,First,5,2.6,21.1,814,55.2,8,hyundai,eon,60
Kolkata,Petrol,Manual,First,5,4.5,20.51,998,67.04,2,maruti,wagon,10
Kochi,Petrol,Manual,First,5,5.2,23.1,998,67.04,3,maruti,celerio,3
Kochi,Petrol,Manual,First,5,3.6,22.7,799,53.64,2,datsun,redi-go,6
Pune,Diesel,Manual,First,5,3.3,21.2,1248,75,6,fiat,grande,74
Delhi,Petrol,Manual,First,5,3.9,19.1,1197,85.8,6,maruti,swift,56
Mumbai,Petrol,Automatic,First,5,4.3,16.5,1198,86.8,6,honda,brio,36
Kolkata,Petrol,Manual,First,5,2.25,18.9,998,67.1,9,maruti,wagon,34
Ahmedabad,Petrol,Manual,First,5,3.2,19.81,1086,68.05,7,hyundai,i10,49
Chennai,Diesel,Manual,First,5,2.95,23.2,1248,73.94,11,maruti,ritz,83
Kochi,Petrol,Manual,First,5,6.37,21.4,1197,83.1,3,maruti,baleno,15
Chennai,Diesel,Manual,Second,5,2.6,22.3,1248,74,8,tata,indica,120
Kolkata,Petrol,Manual,First,5,1.9,18.5,1197,80,10,hyundai,i20,45
Coimbatore,Petrol,Manual,First,5,4.44,15.1,1196,73,3,maruti,eeco,22
Chennai,Diesel,Manual,Second,7,8.2,25.47,1248,88.5,4,maruti,ertiga,86
Ahmedabad,Petrol,Automatic,First,5,5.25,16.9,1197,81.86,6,hyundai,xcent,69
Delhi,Petrol,Manual,First,5,2.74,19.81,1086,68.05,7,hyundai,i10,53
Mumbai,Petrol,Manual,First,5,6.99,21.1,998,100,3,maruti,baleno,16
Jaipur,Petrol,Manual,First,5,2.25,19.81,1086,68.05,11,hyundai,i10,57
Coimbatore,Petrol,Manual,Second,5,2.87,18.6,1199,79.4,8,chevrolet,beat,24
Kochi,Diesel,Manual,First,6,4.49,25.32,1198,77,3,mahindra,kuv,60
Jaipur,Diesel,Manual,First,5,2.9,22.07,1199,73.9,9,volkswagen,polo,77
Kolkata,Diesel,Manual,First,5,5.49,25.6,1498,98.6,5,honda,city,39
Coimbatore,Diesel,Manual,First,5,5.86,22.07,1199,73.9,5,volkswagen,polo,46
Coimbatore,Petrol,Manual,First,5,6.39,20.4,1197,81.8,4,maruti,swift,57
Jaipur,Petrol,Manual,First,5,2.75,22.74,796,47.3,5,maruti,alto,25
Chennai,Diesel,Manual,First,5,2.5,20,1399,68,9,ford,figo,169
Delhi,Petrol,Manual,First,5,2.35,17.92,1086,62.1,8,hyundai,santro,53
Coimbatore,Petrol,Manual,First,5,4.65,18.9,998,67.1,5,maruti,wagon,43
Ahmedabad,Diesel,Manual,First,5,6,26,1498,98.6,6,honda,city,75
Hyderabad,Diesel,Manual,First,5,7,25.1,1498,98.6,6,honda,city,75
